SEP=;
portion_MILD(%);portion_SEVERE(%);portion_CRITICAL(%);total_prepared();total_operated();total_recoved();total_deceased();total_patients();interval_patients(hours);from_wait_to_prep(hours);from_prep_to_oper(hours);from_wait_to_reco(hours);mean_prep_time_distr(hours);mean_oper_time_distr(hours);mean_oper_reco_distr(hours);operation_usage(%);arr_queue_length();idle_capacity();move_reco_blocked(%);all_reco_busy(%)
66,66666666666667;23,333333333333332;10,0;28,0;30,0;32,0;0,0;30,0;31,979874006666066;88,7602178955509;52,95481959117439;192,80691057958958;90,12761530670308;25,459160178987315;50,91832035797463;70,8;0,153;0,99;0,0;1,5
89,58333333333333;6,25;4,166666666666667;50,0;51,0;50,0;0,0;48,0;21,176289367310588;102,94808992001005;54,96953418513954;199,26771618646464;42,12270586990105;16,74878158029184;33,49756316058368;96,5;1,74;0,21;0,0;0,3
71,05263157894737;28,94736842105263;0,0;36,0;37,0;38,0;0,0;38,0;26,79938761137142;98,73419628212464;68,34789279683876;213,042634783349;51,39192022179583;20,754391789554532;41,508783579109064;78,7;1,271;0,203;2,7027027027027026;0,8
67,5;30,0;2,5;39,0;43,0;41,0;0,0;40,0;25,175634520591267;63,643082821323574;65,46908608614369;166,7006883274338;56,22962136319671;19,980873151027392;39,961746302054785;81,3;0,474;0,781;0,0;0,5
78,57142857142857;11,904761904761905;9,523809523809524;42,0;41,0;43,0;0,0;42,0;24,29468362049932;61,87104895566132;45,00449180563073;144,22779589972492;68,58640165538642;20,349159280654302;40,698318561308604;75,9;0,346;0,848;0,0;0,0
82,22222222222223;15,555555555555555;2,2222222222222223;47,0;45,0;45,0;0,0;45,0;22,44482837891728;72,77114501426949;74,58285079876579;189,59868866409036;42,39959347091909;17,977589570269586;35,95517914053917;90,6;0,591;0,433;0,0;1,1
70,27027027027027;27,027027027027028;2,7027027027027026;38,0;38,0;38,0;0,0;37,0;26,3867088262909;66,492634894109;49,21946375849649;157,21363199573926;58,6385253262039;21,476350374626506;42,95270074925301;82,8;0,26;0,872;0,0;0,0
72,97297297297297;21,62162162162162;5,405405405405405;37,0;36,0;37,0;0,0;37,0;27,039529904509653;85,1453149679942;56,12802454734393;181,88965075447152;66,11889788894733;21,156130149873576;42,31226029974715;80,2;0,644;0,353;5,555555555555555;1,7
76,59574468085107;19,148936170212767;4,25531914893617;48,0;43,0;41,0;0,0;47,0;22,443931991265814;79,4344381784328;55,10736864397032;173,55580651416216;56,539965039855005;18,823480906477613;37,646961812955226;83,5;0,739;0,326;2,3255813953488373;0,7
79,06976744186046;16,27906976744186;4,651162790697675;38,0;39,0;39,0;0,0;43,0;23,99982759548449;90,00820046954425;55,662579210228174;187,55318274414523;53,796521487282526;18,088893419823794;36,17778683964759;81,1;0,976;0,344;0,0;2,7
72,22222222222223;22,22222222222222;5,555555555555555;40,0;39,0;39,0;0,0;36,0;27,51396958836725;123,51299959698167;61,73069789100079;225,3455136326437;70,14381477542581;22,65862837513585;45,3172567502717;79,5;1,501;0,123;0,0;0,0
65,51724137931035;17,24137931034483;17,24137931034483;29,0;31,0;29,0;0,0;29,0;32,37962639398426;104,7947933695778;35,60308615032848;184,32277550308322;124,42264993407885;26,97207452559254;53,94414905118508;71,8;0,42;0,387;0,0;0,3
72,72727272727273;15,151515151515152;12,121212121212121;35,0;33,0;34,0;0,0;33,0;30,51855232552694;202,0739018621618;57,64016452460055;307,9450790290141;89,60756626585673;24,131544784782307;48,26308956956461;81,3;3,824;0,0;0,0;0,1
73,80952380952381;21,428571428571427;4,761904761904762;40,0;43,0;45,0;0,0;42,0;24,504361609397268;102,25752032290822;58,49255777743949;196,89783000842402;62,7855044884219;19,764106645058447;39,528213290116895;73,1;1,271;0,493;0,0;0,0
80,0;15,555555555555555;4,444444444444445;46,0;47,0;49,0;0,0;45,0;21,21550209943273;68,2691017488454;47,593731602688976;152,46254194954733;56,338438080636195;18,288514225531795;36,57702845106359;81,5;0,698;1,114;2,127659574468085;1,2
80,0;15,555555555555555;4,444444444444445;43,0;45,0;48,0;0,0;45,0;22,63385005383587;50,40845867733219;40,27478836736327;124,0274472391377;53,562087981165625;17,853155098575133;35,706310197150266;74,2;0,19;0,875;2,2222222222222223;1,2
84,90566037735849;11,320754716981131;3,7735849056603774;46,0;44,0;44,0;0,0;53,0;18,94754660069427;54,583568914509335;37,58704240469326;124,93899786380726;44,120089177856;15,44947811445354;30,89895622890708;74,5;0,844;0,658;0,0;0,8
86,36363636363636;4,545454545454546;9,090909090909092;33,0;32,0;31,0;0,0;44,0;23,525050995364946;265,44627870130637;84,65236431683415;404,4942796826332;57,11468416115883;18,041309974860983;36,082619949721966;83,8;8,593;0,0;3,125;3,4
68,42105263157895;28,94736842105263;2,6315789473684212;39,0;38,0;36,0;0,0;38,0;26,430640447987706;150,33300944756047;63,585115651380164;257,2282905897607;64,36179630255013;21,365296974250057;42,730593948500115;84,0;2,767;0,0;0,0;0,4
69,23076923076923;23,076923076923077;7,6923076923076925;40,0;44,0;43,0;0,0;39,0;24,748797772845858;59,21632982826731;45,22003396340412;135,69917336667632;82,88012391760437;22,5846211953132;45,1692423906264;78,17817817817817;0,42042042042042044;0,8068068068068068;0,0;0,0
